"September" "October" "November" "December" "January" "February" "March" "April" "May" "June" "July" "August"
2533.65994137316 3602.77886544156 2353.83011434223 1345.19807542941 842.330310618469 1015.98754798833 693.96687594238 501.342002513543 701.112402176882 860.266625744824 1243.15224556128 1691.33748955274
2967.43921255806 3113.11462752678 2289.66505058141 1832.76472136336 1364.10697336991 1395.08911292508 1077.21069747548 861.611650568932 867.196384615637 1143.38215260245 1660.31764858042 1955.35893608924
3272.22861402241 3232.19930771758 2332.14128507376 2049.85999574997 1329.36395012251 1472.63179229146 1299.92731323998 1448.78089291464 1623.35032264125 1912.1342857516 2439.3047137022 2091.64484395508
2975.2767121108 3227.56025317194 2521.05923445159 2109.78963818216 1584.10254137936 1642.70366144016 1330.88626902817 1167.33018612367 1126.10692843462 1354.51184644484 1805.40352777127 2009.55872251135
2893.72578770822 3311.87324955513 2328.31472795799 1850.72246998392 1077.84948275535 1296.48337820259 1028.71760724941 1116.78156065849 1135.49549111572 1325.31671848329 1533.56188618787 1520.10635858622
2587.20690047249 2839.64261217295 2032.93844307228 1717.12937978663 1097.49047080254 1218.59329091799 913.813410839036 979.332454312845 978.911882377668 1118.86789379629 1339.96476818998 1406.22519239132
2370.54196875761 2178.18275680924 1565.94651881725 1363.94555378073 750.193535595957 811.932885499118 582.547552787931 673.422431733854 783.399395829189 1086.23127520523 1755.01549282661 1311.41933598389
2152.73897081397 2229.89592514781 1597.82713368056 1298.21421373199 866.88176293889 956.722307946314 756.621040798118 739.424874653991 812.461284608027 1020.12513719437 1375.44053689008 1379.60404205178
4421.00211213352 3118.48474295306 1936.0488216105 1475.80025561814 843.34361880408 949.410537623554 715.136389509779 755.362454827692 1073.2978439624 1798.27104707701 3376.45599011769 1986.31065859979
2105.1079750192 2399.26992723941 1829.67435383838 1665.08986282533 1151.89926649547 1228.2437599237 998.915879301638 1143.75407213 1083.33022406723 1186.77846162787 1384.72801634912 1304.56276702428
2003.87044577446 1957.00112220614 1270.28240946487 960.885262692913 536.805788414609 607.622056021647 413.759967832329 443.918800086541 452.566405860802 648.602131186193 1113.06513553864 1045.72786281928
2904.52207487317 3522.2769333129 2777.80147996989 2381.96189569323 1473.23739164217 1668.30026890294 1423.75543254351 1571.90238697384 1524.00603844551 1690.03462236357 1949.20840708089 1798.8252128905
2356.66132830551 2138.04746396434 1365.96402836861 1079.93730816098 632.162007673795 727.811701789598 552.452648081372 608.570265594471 704.80443122561 903.810503619526 1403.95145484688 1261.65690980773
1743.25820666284 2090.71452145687 1571.38430684932 1084.81756035492 733.951453912149 803.192799149384 580.344406574637 468.027774312141 402.677422681127 692.519162993777 1399.15064814145 1777.42901051419
1346.44113496899 1551.03697974388 1146.14329088689 1074.89767617423 665.437914932834 692.548628027367 540.752656447669 660.922015166987 583.063696918247 665.175037716664 861.412511009031 801.179616745082
1783.00649546886 2137.08034848242 1493.76366774701 1049.85845317773 693.15929232584 740.256129548261 507.039055498939 405.310748644915 354.69889319053 564.94604760486 1036.63291368313 1328.04795971567
1667.91527959703 1794.05896300079 1242.50824425921 848.868467887987 563.918880859006 625.760741317463 461.891177801273 357.788491449269 354.650755596448 589.993805284591 1095.44350613251 1293.98068047072
2777.73989541105 2529.47421659034 1750.51801152846 1526.83761963136 1020.97945388416 1075.65695645049 792.160028315697 849.139214213968 880.988502052675 1243.26967832735 2020.95245762358 1743.28909749142
5787.32328172372 5639.8016066029 3844.92047531757 2776.04363816194 1565.68631070572 1858.03142608971 1395.29252851737 1405.13169722691 1595.53290249069 1815.9558110305 2203.06525516771 2377.34284589318
4993.61486038972 5664.46208737185 4248.74390491258 3248.34230391698 1966.6404448491 2221.7154008287 1815.98780815439 1825.07048807115 1680.60173703438 1820.41414526244 2100.36008396626 2422.68149420779
2128.51718279348 2667.05756933123 2037.34354478019 1745.45353402726 1175.24100260834 1278.71578605536 972.007313806795 1016.76778205918 874.891525191943 954.776577014508 1045.87856890181 1237.57977107068
2852.90128033025 3526.66127050114 2858.50217392071 2544.07371004572 1544.49139410854 1644.69777551735 1293.99084569326 1396.59508240089 1276.33278079667 1364.98844750706 1602.90898175465 1581.54267702632
1568.41369625978 1956.09396157435 1603.11319622085 1190.98445400487 825.869901765247 866.669567220731 622.35374093505 516.505471996086 402.687826951951 641.599412445895 1239.34967694521 1626.30313169316
2306.28893841462 2885.14553915344 2124.1183608012 1658.69561491477 1173.97540822962 1189.26415186351 755.945321612068 614.067219263746 564.869964062184 815.057761575597 1265.6288643515 1447.31782148089
2485.03499709797 2605.25713283243 1794.35004620594 1244.20674811894 838.660129691144 966.777259085782 805.233675655213 624.906912791559 618.256187898797 826.071639367182 1175.53408544896 1464.00153435669
1978.63574492208 2110.20278364624 1405.81039528729 945.520382668695 622.169582512058 689.432574089076 513.709132599931 392.091502822248 423.116758770803 699.136980567405 1244.41398247867 1399.14952306842
2078.5950641558 2286.75453927018 1589.72419108137 1318.40757277188 830.334253201166 914.572672053006 710.391491115428 752.789664116974 875.675851882033 1059.41665771803 1389.88270460555 1241.76332967723
2514.59523101252 1870.5210660387 1594.96645934632 1745.46143914256 1162.69549975979 1189.14566040602 1091.19147118163 1280.56350457508 1382.03436283865 1724.77968175552 2469.58040621687 1964.02240025326
3303.86303912093 3680.88315964422 2387.65765586268 1547.01347999793 985.050592776711 1079.357912365 678.739689179431 551.076962454384 598.772957691729 938.522151942444 1631.37182340377 1800.96571086351
2414.7721399574 2357.19197747217 1591.82274897613 1268.45298025153 800.549451425407 903.99318722612 725.428089298879 749.151805190413 900.16766539619 1163.07750245441 1641.13740243052 1414.83644528347
1340.77872466959 1638.20157036075 1304.63869701697 1231.09146624459 839.796103071725 859.548895172487 622.671054691829 713.021951882565 621.520057128 686.728883630351 847.965227659415 926.742089644611
3008.23329516968 2777.93869237036 2441.10608584971 2663.47931491228 1639.42830760866 1811.52743093039 1835.23114291971 2043.3452061112 2108.00163815701 2416.82502942985 2917.9902211735 2574.54201427301
2441.79908814991 3206.450125239 2282.01877406748 1542.19072256396 932.662665159993 1090.3962393267 872.925333290836 738.684383860029 713.430012108868 873.207524178874 1121.07752457704 1436.41864583034
2475.11283348806 2330.34408955944 1852.77398837379 1747.12064764203 1309.91103703859 1354.86193622003 1337.71915683093 1461.23793923722 1617.97980439358 1904.02773308653 2399.7646766987 2045.59835806851
3443.40883655546 3762.3537278964 3067.36321381946 2885.93590050693 2128.48261806695 2191.2361529143 1937.41944441944 2111.80050715131 2124.84370011853 2337.69134650139 2710.21728589727 2438.85989370623
2184.18539444628 2417.17833455334 1861.05791975651 1656.27617143868 1161.52159945236 1243.49992396935 1012.71532285936 1089.5824287586 1114.40682642 1272.07315134734 1553.96393028445 1438.99624718476
2805.45124990415 3079.03012281324 2380.00102624179 2023.30267939061 1445.42178743117 1554.47373978215 1246.054714141 1218.01533962142 1151.24037381479 1288.04703364042 1493.11418962573 1731.0373685319
1512.07538245253 1940.5250466331 1398.37021559166 908.702724339198 583.77132136067 646.705992129318 427.067043632801 344.412043921513 262.094025559395 473.532856744344 1036.21432950087 1467.48367536367
2225.32614987072 2548.12999186339 1752.855677529 1200.60415267087 820.104164025597 852.336655745023 552.528869017078 453.361950604318 391.750235970789 739.291467294044 1582.97553723716 1941.37424387026
1572.66563259583 1840.87972214576 1409.87049394924 1020.49666415994 692.986476984487 744.146523785778 544.312435738454 438.424625679696 376.403249684669 608.885619596819 1145.54641710839 1481.68808271235
1617.2839266136 1832.20645459485 1411.57047841289 991.078172706052 665.556813866258 734.369326479688 567.355222198727 451.500859093624 406.649454845079 649.735392722943 1228.77879534721 1542.78149048588
1813.70918388523 1960.92089582852 1329.54378920975 1025.32520224679 631.064413401733 692.030981247989 478.433104062815 479.68470702814 433.701155970255 618.844250725325 1039.58649189914 1107.57603408894
2608.54365572785 2624.64977162423 1888.03662991879 1714.02683053818 1076.26384786363 1115.92495692326 774.615382441879 893.286161087453 838.729543600243 1025.13649175463 1512.16345264477 1380.39294342016
4086.88917125736 3949.35321092511 2808.85179998568 2308.90425217814 1379.45820445688 1527.1603118471 1114.61783356134 1206.71155648619 1403.29276665707 1716.3472071007 2303.06797923687 2094.13891443517
2958.38332303272 3030.50790623064 1924.53063441775 1245.20782906644 779.701913661718 857.11156819828 559.522815281816 457.068892238116 544.851115740556 893.187596330675 1569.2723319771 1531.22339071377
3945.22902480067 3504.30732041 2347.00530871511 1819.53070600989 1123.25722914378 1257.57212290973 948.17117256089 951.074350313201 1140.95795577161 1531.66667928973 2282.27314088809 1932.43072610094
2139.67010118563 2442.66373994851 1947.6845853711 1623.11269928392 1242.33396721595 1250.48235696387 938.376288214582 753.536687946049 666.348320733151 922.283522753446 1403.30647633911 1681.42321281149
1414.20960807548 1592.49055051953 1239.68290742815 1201.30700535337 821.746249797908 835.272974994336 701.429660758749 837.407060788607 767.827293090851 865.600059622427 1087.66382586317 947.185719259735
2396.77201778433 2332.07838858295 1676.36010807444 1536.43255690705 955.728761909427 1016.22061165505 735.896743319317 873.1515854415 787.044565736876 938.694014844002 1421.14477631549 1259.30450561303
2075.17199559077 2640.84581295854 2083.08901020738 1724.55835898855 1302.20550803866 1336.29584579148 1011.9670142261 828.19197254709 668.36890735054 811.017501983973 1054.92853007902 1494.53866265428
2456.64601120426 2187.7898868255 1546.70117748106 1393.91601171461 957.081729366708 1001.93366165351 953.652113360739 1062.58614152605 1270.39408857657 1630.86748916 2306.55995719866 1809.78487372804
2754.04778610976 2692.39324296606 1777.08241835139 1390.08580170289 871.683614370625 938.301771442888 670.126647457962 662.704043912507 771.985884450457 1056.22754159581 1596.99523325521 1520.71618192513
2296.32884378665 2799.93732794491 2395.98329927734 2408.15818691465 1419.36280384374 1547.39265258914 1380.25411109525 1593.96208478289 1462.82032103172 1546.64058724465 1743.15569047667 1633.25900682861
3032.68115942316 2871.09987463194 2170.68023663177 1974.49068983264 1126.47473515197 1269.20873437914 1097.78223149872 1255.02276632882 1531.72228571151 1832.09169752605 2490.91264139746 2189.97253251841
2340.51634330794 2354.71118448378 1523.50117129831 989.296270720794 658.659977546785 744.72939932355 575.639503542972 421.108150724387 523.880059618 838.262866243337 1486.69326675622 1621.32956508064
2761.70444318989 2831.61070967077 2003.78014062587 1666.15052074652 1064.47650240089 1195.52971761306 1007.28997069906 1070.65354639339 1156.70486696012 1497.0076133895 2043.31601943974 1534.9043152188
2742.23605676137 2863.61656915741 2184.74718219616 1922.67472130485 1363.53406309627 1448.74273403144 1210.99200171689 1268.23504583815 1371.4039946431 1612.54099884271 2017.38993557991 1820.36267959394
2462.32061770902 2964.94068389919 2251.46768379896 1943.41065988538 1094.9566656939 1297.4805338276 1019.75240064828 1161.01518668846 1258.29287451183 1373.50523714595 1646.516058318 1513.2842537475
2594.81734989393 2494.10182028807 1671.89221039627 1333.78761958576 752.680505798505 860.654351367336 618.771501055582 685.220917367707 818.741323224525 1117.26033174239 1717.82470186048 1414.9943187271
1016.2561915695 1249.582433464 1005.43119654261 951.010977470145 620.895972983458 643.683683236055 479.699415771822 569.78301147748 487.950183781894 540.420069220516 670.650479931237 783.231273795576
5607.57388260026 5119.78547257647 3151.78184595403 1932.7147958785 1201.71463430168 1359.14622635376 908.26467769057 769.707207724037 1120.7540835489 1788.57806547839 3010.51782326949 2926.24253680403
2180.88172732597 2715.5556699967 2205.38126581192 2021.39722743942 1457.8695294149 1523.72565634763 1268.94206285699 1370.87903315154 1308.060355198 1412.99046641573 1577.08424432713 1490.25793327527
2600.23772755357 2655.7649945049 1944.19577987604 1598.39583631068 1090.168650955 1195.77319569931 966.980064663938 959.594193073741 1069.04311397866 1348.28724255023 1832.21185823878 1716.49255576063
1200.83855628913 1451.54454231939 1074.57373976867 944.722097749317 577.865764708766 620.884517052795 458.36217896908 546.633396724732 492.454098489684 568.825984652288 749.876451770554 770.767502574884
2705.19646396215 2909.15701418962 2339.11531518099 1923.41341946988 1501.60491290106 1573.46704655104 1341.9090588077 1099.66000826156 1029.06502566528 1242.19575454383 1661.46037979157 2008.89668031376
